input,target
ਦ੍ਰਿਸ਼,ਦ੍ਰਿਸ਼
ਗੰਧ,ਗੰਧ
ਵਤੰਤਰ,ਸਵਤੰਤਰ
nala,ਨਾਲਾ
di,ਦੀਪ
ਪਚਣੀ,ਪਾਣੀ
kla,ਕਾਲਾ
ਮਿਲਿਆ,ਮਿਲਿਆ
ਸਾਮਨ ੇ,ਸਾਮਨੇ
ਹਾਵ,ਹਵਾ
ਹਿੱਛਾ,ਹਿੱਸਾ
ਮਿੱਤਰ,ਮਿੱਤਰ
lamma,ਲੰਮਾ
ਬਾਲ,ਬਾਲੂ
ਸਹਾਸ,ਸਾਹਸ
ਮੌਸੜਮ,ਮੌਸਮ
ਡਲਾ,ਡਾਲ
caya,ਛਾਇਆ
khali,ਖਾਲੀ
ਧੁਨੀਸ,ਧੁਨੀ
upavn,ਉਪਵਨ
ਖੋਜ,ਖੋਜ
ukiven,ਕਿਵੇਂ
kalam,ਕਲਮ
sthna,ਸਥਾਨ
ਵਸਰ਼,ਵਰਸ਼
dsl,ਦਾਲ
samaj,ਸਮਾਜ
ਪੁਲ,ਪੁਲ
lakkar,ਲੱਕੜ
cphitar,ਚਿਤਰ
ਜਦਂੋ,ਜਦੋਂ
kdae,ਕਦੇ
ਦਾਹਿਨ,ਦਾਹਿਨ
ਉੱਚਾ,ਉੱਚਾ
nil,ਨੀਲਾ
ਾਬਹਰ,ਬਾਹਰ
tej,ਤੇਜ
kagaj,ਕਾਗਜ
navvn,ਨਵਾਂ
thanda,ਠੰਡਾ
ਠੰਡਖ,ਠੰਡਾ
ਦਾਨ,ਦਾਨ
ਇਤਿਹਾਸ,ਇਤਿਹਾਸ
bhugol,ਭੂਗੋਲ
ਪਰ,ਪਰ
nacf,ਨਾਚ
gand,ਗੰਦਾ
yarsh,ਹਰਸ਼
ਮਾਤਰਾ,ਮਾਤਰਾ
ਕਮ,ਕਮ
ksujh,ਕੁਝ
dunghai,ਡੂੰਘਾਈ
pdra,ਪੂਰਾ
rkha,ਰੇਖਾ
ਬੁੱਧ,ਬੁੱਧ
ਦੇਰ,ਦੇਰ
ਤਾ,ਤਾਪ
ਸਾਗਰ,ਸਾਗਰ
ਭੇਦ,ਭੇਦ
sahi,ਸਹੀ
dip,ਦੀਪ
ਪ੍ਰਾਯਸ,ਪ੍ਰਯਾਸ
aas,ਆਸਾ
ਸੰਂਬੰਧ,ਸੰਬੰਧ
ਹਾਰ,ਹਰਾ
viman,ਵਿਮਾਨ
ਆਕਾਟਰ,ਆਕਾਰ
arngin,ਰੰਗੀਨ
paudha,ਪੌਧਾ
ਸੰਬੰਧ,ਸੰਬੰਧ
chakkar,ਚੱਕਰ
ਪ੍ਰਕਾਸਡ,ਪ੍ਰਕਾਸ਼
baian,ਬਾਇਾਂ
mitha,ਮੀਠਾ
hamesha,ਹਮੇਸ਼ਾ
ਸਪਰਸ਼,ਸਪਰਸ਼
ਰੇਖਾ,ਰੇਖਾ
eparimit,ਪਰਿਮਿਤ
kla,ਕਲਾ
ਨਹੀਂ,ਨਹੀਂ
shatni,ਸ਼ਾਂਤੀ
ਭਾਸਾ,ਭਾਸ਼ਾ
ਪਾਣੀ,ਪਾਣੀ
ਮੇਘ,ਮੇਘ
ਨੀਚ,ਨੀਚੇ
vijai,ਵਿਜੈ
ਭਾਵਨਾ,ਭਾਵਨਾ
ਰੇਲ,ਰੇਲ
ਅਤੇ,ਅਤੇ
parihar,ਪਰਿਵਾਰ
ਅਲਗ,ਅਲਗ
bav,ਬਾਗ
ਪਾੜ,ਪਹਾੜ
ate,ਅਤੇ
ਸਥਿਰ,ਸਥਿਰ
ablb,ਬਲਬ
phalj,ਫਲ
ਦਾਲ,ਦਾਲ
kitab,ਕਿਤਾਬ
ਰਏੰਗੀਨ,ਰੰਗੀਨ
ਬਿਜਲੀ,ਬਿਜਲੀ
barabar,ਬਰਾਬਰ
ਸਿੱਖਿਸਆ,ਸਿੱਖਿਆ
ਮਘੇ,ਮੇਘ
ਤੇਜਸ,ਤੇਜਸ
ਇਿਹਾਸ,ਇਤਿਹਾਸ
ਸਢਗਰ,ਸਾਗਰ
ਇਧਰ,ਇਧਰ
ਲੈਰ,ਸੈਰ
ਸਕਿਰਨ,ਕਿਰਨ
bahut,ਬਹੁਤ
ਛਾਇਆ,ਛਾਇਆ
ੀਕ,ਕੀ
ਆੰਨਦ,ਆਨੰਦ
nijai,ਨਿਆਇ
ਸਮਾਨ,ਸਮਾਨ
ੱਾਟੀ,ਘਾਟੀ
rel,ਰੇਲ
gagan,ਗਗਨ
ਸੰਕੁਚਨਦ,ਸੰਕੁਚਨ
ਨੀਰ,ਨੀਰ
ਪਰਿਵਾਰ,ਪਰਿਵਾਰ
adhiokar,ਅਧਿਕਾਰ
pdal,ਡਾਲ
sa,ਸਾਲ
ਧਸੜ,ਧੂੜ
myaja,ਮਜਾ
ਗਤੀ,ਗਤੀ
ਤਿੰ,ਤਿੰਨ
koilau,ਕੋਇਲਾ
jaldi,ਜਲਦੀ
pulh,ਪੁਲ
garam,ਗਰਮ
ਲਕਸ਼,ਲਕਸ਼
mausam,ਮੌਸਮ
ksdhetar,ਕਸ਼ੇਤਰ
ਨਆਿਇ,ਨਿਆਇ
ਪਵਿੱਤਰ,ਪਵਿੱਤਰ
rask,ਰਸ
ਕਸ਼ੇਤਰ,ਕਸ਼ੇਤਰ
mas,ਮਾਸ
urrja,ਊਰਜਾ
sanskridti,ਸੰਸਕ੍ਰਿਤਿ
ਕਾਲ,ਕਾਲ
udhar,ਉਧਰ
ਕਾਲਾ,ਕਾਲਾ
ਰਲੇ,ਰੇਲ
rsetu,ਸੇਤੂ
tap,ਤਾਪ
ਕਪੜਾ,ਕੜਾ
ਵਰਬਗ,ਵਰਗ
ਪੰਖਾ,ਪੰਖਾ
ਕਈੋ,ਕੋਈ
ਊਰਜਾ,ਊਰਜਾ
fclm,ਫਿਲਮ
svam,ਸਵਾਦ
chatd,ਚੰਦ
ਗੋ,ਗੋਲ
pichla,ਪਿਛਲਾ
andar,ਅੰਦਰ
ਵਰਖਾ,ਵਰਖਾ
naram,ਨਰਮ
halka,ਹਲਕਾ
ਮਿੱਟੀ,ਮਿੱਟੀ
ਮਨ,ਮੌਨ
ਬਾਗ,ਬਾਗ
ਤਾਜ਼ੈ,ਤਾਜ਼ਾ
atla,ਪਤਲਾ
ਸੁਖ,ਸੁਖ
maidani,ਮੈਦਾਨੀ
ਵਿਸ਼ਵਾਸ,ਵਿਸ਼ਵਾਸ
ਗਿਆਨ,ਗਿਆਨ
kadcon,ਕਦੋਂ
ਦ੍ਰਿਸ਼ਟਿ,ਦ੍ਰਿਸ਼ਟਿ
puarna,ਪੁਰਾਣਾ
ਈਕੋਨਾ,ਕੋਨਾ
kala,ਕਲਮ
ਸੀਧਾ,ਸੀਧਾ
ਜੜ,ਜੜ
ksl,ਕਾਲ
ਸਾਮੰਜਸੀ,ਸਾਮੰਜਸੀ
ਘਾਹਜ,ਘਾਹ
ਸੂਰਜ,ਸੂਰਜ
man,ਮਨ
ਕਾਯਜ,ਕਾਗਜ
sach,ਸੱਚ
ਸਾਹਸ,ਸਾਹਸ
sugandh,ਸੁਗੰਧ
ੂਪਰਨ,ਪੂਰਨ
ਧਾਰਾ,ਧਾਰਾ
ਸਰਦ,ਸਰਦ
ਿਛਲਾ,ਪਿਛਲਾ
ਗਹਿਰਾ,ਗਹਿਰਾ
kala,ਕਾਲਾ
jhil,ਝੀਲ
ਉੱਥੇ,ਉੱਥੇ
tedha,ਟੇਢਾ
taa,ਤਾਰਾ
ਕੌੜਾ,ਕਪੜਾ
varka,ਵਰਖਾ
mittarta,ਮਿੱਤਰਤਾ
ਨਮੀ,ਨਮੀ
muskna,ਮੁਸਕਾਨ
kallh,ਕੱਲ੍ਹ
ਸੁੰਦੈਰ,ਸੁੰਦਰ
ਕਲਮ,ਕਲਮ
ਹੂਲਕਾ,ਹਲਕਾ
ਆਕਾਸ,ਆਕਾਸ
abndh,ਬਾਂਧ
viida,ਵਿਦਿਆ
mint,ਮਿੰਟ
ਮਕ,ਕਮ
sajaat,ਸਜਾਵਟ
suraj,ਸੂਰਜ
ਨਜ਼ਦੀਕ,ਨਜ਼ਦੀਕ
saty,ਸਤਯ
maja,ਮਜਾ
regustan,ਰੇਗਿਸਤਾਨ
ਸ੍ਰਿਜਨ,ਸ੍ਰਿਜਨ
ਅੰਤ,ਅੰਤ
ਠੰਡਕ,ਠੰਡਕ
ਪਹਿਲਾਫਂ,ਪਹਿਲਾਂ
ਦਿਨ,ਦਿਨ
voishvas,ਵਿਸ਼ਵਾਸ
ਕਲਾ,ਕਲਾ
ਗਅਲਾ,ਅਗਲਾ
varg,ਵਰਗ
lakakr,ਲੱਕੜ
ਕਆਂ,ਕੂਆਂ
srvaan,ਸ੍ਰਵਣ
ਕੁੰਜੀ,ਕੁੰਜੀ
ੁਸਰਦ,ਸਰਦ
tadon,ਤਦੋਂ
ikse,ਕਿਸੇ
ਵਿਿਦਆ,ਵਿਦਿਆ
ਗੇਂਦ,ਗੇਂਦ
mahina,ਮਹੀਨਾ
ਦੁਆਅਰ,ਦੁਆਰ
ਿਵਗਿਆਨ,ਵਿਗਿਆਨ
jaj,ਅੱਜ
khel,ਖੇਲ
ਉਥਲਾ,ਉਥਲਾ
ਨਭੀਚਾ,ਨੀਚਾ
ਪਰਿਮਿ,ਪਰਿਮਿਤ
ਸਜਾਵਟਢ,ਸਜਾਵਟ
adhik,ਅਧਿਕ
shuhk,ਸ਼ੁਸ਼ਕ
ਨਦੀ,ਨਦੀ
lakhs,ਲਕਸ਼
mpadh,ਮੱਧ
ਗਨ,ਗਗਨ
ਹਰਾ,ਹਰਾ
ਕੋੰਟਾ,ਕੰਟਾ
ਰੰਗ,ਰੰਗ
ਸੱਚ,ਸੱਚ
sard,ਸਰਦ
ਤਾਾਲ,ਤਾਲਾ
sankhia,ਸੰਖਿਆ
ko,ਕੋਈ
ਮਜ਼ਬੂਤ,ਮਜ਼ਬੂਤ
ਪਰਿਮਿਤ,ਪਰਿਮਿਤ
maag,ਮਾਰਗ
ਪੇੜ,ਪੇੜ
sagar,ਸਾਗਰ
mota,ਮੋਟਾ
jacd,ਜੜ
kmala,ਕਲਾ
atja,ਤਾਜਾ
sahiyog,ਸਹਿਯੋਗ
ਵੱਡਾ,ਵੱਡਾ
seav,ਸੇਵਾ
dharti,ਧਰਤੀ
taja,ਤਾਜਾ
ਕਾਗਜ,ਕਾਗਜ
ਕਰਤਵ,ਕਰਤਵ
bhai,ਭਾਰੀ
jor,ਜੋੜ
ਸੀੜ,ਸੀੜੀ
samne,ਸਾਮਨੇ
ਨਵੀਨ,ਨਵੀਨ
amzbut,ਮਜ਼ਬੂਤ
niche,ਨੀਚੇ
ਰਾਤ,ਰਾਤ
ਤ੍ਰਿਕ,ਤ੍ਰਿਕ
phull,ਫੁੱਲ
ਪ੍ਰਕਾਰ,ਪ੍ਰਕਾਰ
nichi,ਨੀਚੀ
ਮਹਨਾ,ਮਹੀਨਾ
ਪੂਰਾ,ਪੂਰਾ
ਲੱਕੜ,ਲੱਕੜ
svadish,ਸਵਾਦਿਸ਼ਟ
ਜੇ,ਜੇ
varh,ਵਰਸ਼
kinna,ਕਿੰਨਾ
ਤਾਲਈ,ਤਾਲ
anspati,ਵਨਸਪਤਿ
purana,ਪੁਰਾਣਾ
ਪਤਝੜ,ਪਤਝੜ
marta,ਮਾਤਰਾ
sparsh,ਸਪਰਸ਼
mushkal,ਮੁਸ਼ਕਲ
ਚਝਦ,ਚੰਦ
ਉਲਥਾ,ਉਥਲਾ
ੜਿਲਮ,ਫਿਲਮ
਼ਰਤੀ,ਧਰਤੀ
dhur,ਧੂੜ
ਬਾਅਦ,ਬਾਅਦ
vidia,ਵਿਦਿਆ
nila,ਨੀਲਾ
itihas,ਇਤਿਹਾਸ
ichi,ਨੀਚੀ
ਦੂਠ,ਝੂਠ
upkardan,ਉਪਕਰਨ
gahti,ਘਾਟੀ
ਸਵਾਦ,ਸਵਾਦ
ਸ਼ੁਸ਼ਕ,ਸ਼ੁਸ਼ਕ
film,ਫਿਲਮ
marag,ਮਾਰਗ
ਤੀਖਾ,ਤੀਖਾ
ਵਿਜੈ,ਵਿਜੈ
ਮਸ਼ੀਨ,ਮਸ਼ੀਨ
konn,ਕੋਨਾ
anant,ਅਨੰਤ
kada,ਕੜਾ
ਇਸ ਲ,ਇਸ ਲਈ
ਜਹਾਜ,ਜਹਾਜ
srinjan,ਸ੍ਰਿਜਨ
ਕ਼ੁਝ,ਕੁਝ
van,ਵਨ
ਗੀਤ,ਗਤੀ
ਗਰਮਾਹਟ,ਗਰਮਾਹਟ
bhari,ਭਾਰੀ
cghah,ਘਾਹ
ucha,ਉੱਚਾ
choa,ਛੋਟਾ
vijia,ਵਿਜੈ
saptah,ਸਪਤਾਹ
svatantar,ਸਵਤੰਤਰ
ykiran,ਕਿਰਨ
ਬਦੱਲ,ਬੱਦਲ
ਮਿੱਤਰਤਾ,ਮਿੱਤਰਤਾ
barish,ਬਾਰਿਸ਼
ਚੱਕਰ,ਚੱਕਰ
utla,ਉਥਲਾ
ਪ੍ੇਮ,ਪ੍ਰੇਮ
ਕਲੀ,ਕਲੀ
gen,ਗੇਂਦ
shital,ਸ਼ੀਤਲ
ਕਮਲਪਨਾ,ਕਲਪਨਾ
ਗਧੰ,ਗੰਧ
phadi,ਪਹਾੜੀ
ਕਣੌ,ਕੌਣ
ਅਜੱ,ਅੱਜ
tedh,ਟੇਢਾ
prem,ਪ੍ਰੇਮ
ਪ੍ਰਾਚੀਨ,ਪ੍ਰਾਚੀਨ
halchtl,ਹਲਚਲ
ਜ਼ਿਦਆਾ,ਜ਼ਿਆਦਾ
der,ਦੇਰ
rtthe,ਇੱਥੇ
ਰੇਗਿਸਤਾਨ,ਰੇਗਿਸਤਾਨ
ਦੂੀਰ,ਦੂਰੀ
ਬਾਲੂ,ਬਾਲੂ
ਮੂਰਤੀ,ਮੂਰਤੀ
ਸਫੇਦ,ਸਫੇਦ
sthiti,ਸਥਿਤਿ
lahi,ਲਹਿਰ
unchi,ਉਂਚੀ
nazdrik,ਨਜ਼ਦੀਕ
vgiyan,ਵਿਗਿਆਨ
ਰਸ,ਰਸ
ਉਧਰ,ਉਧਰ
ਪੰਧ,ਪੰਧ
aakr,ਆਕਾਰ
divar,ਦੀਵਾਰ
shaya,ਛਾਇਆ
ਤੇਜ,ਤੇਜ
akas,ਆਕਾਸ
ਕਠਿਨ,ਕਠਿਨ
nalk,ਨਾਲਾ
andh,ਅੰਧ
kaja,ਕੜਾ
ਦਿਵ,ਦਿਵਸ
ਧੁੰਲਾ,ਧੁੰਦਲਾ
ਨਹਿਰ,ਨਹਿਰ
ਚਾਰਛ,ਚਾਰ
ਤਖੀਖਾ,ਤੀਖਾ
djaldi,ਜਲਦੀ
parivartan,ਪਰਿਵਰਤਨ
kapda,ਕਪੜਾ
kam,ਕਮ
ਧੂਪ,ਧੂਪ
drup,ਰੂਪ
ਛੁਟੀ,ਛੁੱਟੀ
sukh,ਸੁਖ
odhup,ਧੂਪ
milna,ਮਿਲਨ
unczhi,ਉਂਚੀ
kalll,ਕੱਲ੍ਹ
kiran,ਕਿਰਨ
janga,ਜੰਗਲ
patta,ਪੱਤਾ
ਢਠੰਡਕ,ਠੰਡਕ
ਰੰਗੀਨ,ਰੰਗੀਨ
ਸੀ,ਸਹੀ
ਗਖਤ,ਗੀਤ
ਆਕੱਸ,ਆਕਾਸ
ਨੀਚਾ,ਨੀਚਾ
ਹਮੇਸ਼ਾ,ਹਮੇਸ਼ਾ
ਡੰੂਘਾਈ,ਡੂੰਘਾਈ
atza,ਤਾਜ਼ਾ
sanskriti,ਸੰਸਕ੍ਰਿਤਿ
idhar,ਇਧਰ
bahar,ਬਾਹਰ
ਇਿਤਹਾਸ,ਇਤਿਹਾਸ
ਕਾੀਲ,ਕਾਲ
setu,ਸੇਤੂ
mmota,ਮੋਟਾ
tlkha,ਤੀਖਾ
ਗਲਾ,ਗੋਲਾ
ਲਹਿਰ,ਲਹਿਰ
ੁਪਲ,ਪੁਲ
sangikt,ਸੰਗੀਤ
isli,ਇਸ ਲਈ
bij,ਬੀਜ
sikhia,ਸਿੱਖਿਆ
ਨੀ,ਨਮੀ
ਨਰਮ,ਨਰਮ
surraj,ਸੂਰਜ
ਗਲਚ,ਗਲਤ
ਤਾਲਾ,ਤਾਲਾ
ਆਰੰਭ,ਆਰੰਭ
kunji,ਕੁੰਜੀ
ਖੱਾਟ,ਖੱਟਾ
ਨਵਾਂ,ਨਵਾਂ
aneh,ਅੰਧ
ਸ੍ਰਿਈਨ,ਸ੍ਰਿਜਨ
ਏਕਤਾਝ,ਏਕਤਾ
ਨਾਲਾ,ਨਾਲਾ
ਵਜਾਨ,ਜਵਾਨ
sham,ਸ਼ਾਮ
ghah,ਘਾਹ
ਸਵਤੰਤਰ,ਸਵਤੰਤਰ
atn,ਅੰਤ
ਪੀਲਲ,ਪੀਲਾ
tara,ਤਾਰਾ
tez,ਤੇਜ਼
ant,ਅੰਤ
ਅੰਧੇਰਾ,ਅੰਧੇਰਾ
ਥਸਹਿਜ,ਸਹਿਜ
ਤਰਾਾ,ਤਾਰਾ
ਹਮੇਸ਼,ਹਮੇਸ਼ਾ
ਾਪ,ਮਾਪ
km,ਕਮ
ਰਿਫਟ,ਲਿਫਟ
maidai,ਮੈਦਾਨੀ
namkin,ਨਮਕੀਨ
ਲਿਫਟ,ਲਿਫਟ
pktta,ਪੱਤਾ
ਭਾਫ,ਭਾਫ
pnem,ਪ੍ਰੇਮ
braria,ਭਰਿਆ
ੇਜਸ,ਤੇਜਸ
ਉੱਇੇ,ਉੱਥੇ
thandk,ਠੰਡਕ
gila,ਗੀਲਾ
ਹਰਸ਼,ਹਰਸ਼
lambai,ਲੰਬਾਈ
ਅਨੰਤ,ਅਨੰਤ
shakti,ਸ਼ਕਤਿ
ਆੰਭ,ਆਰੰਭ
biad,ਬਾਅਦ
kalpna,ਕਲਪਨਾ
ਬਲ,ਬਲ
ਤਾਲ,ਤਾਲ
ਕੁਝ,ਕੁਝ
sunadr,ਸੁੰਦਰ
ਕਿੱਥੇ,ਕਿੱਥੇ
ਸਖਤ,ਸਖਤ
ਇਮ,ਕਮ
ਜੋੜ,ਜੋੜ
ir,ਨੀਰ
svad,ਸਵਾਦ
uchai,ਉਚਾਈ
sankuchan,ਸੰਕੁਚਨ
ਕਾੋਾ,ਕਾਲਾ
te,ਤੇਜ
tinen,ਤਿੰਨ
grah,ਗ੍ਰਹਿ
ਪਘੰਖਾ,ਪੰਖਾ
pul,ਪੁਲ
ythand,ਠੰਡ
ਰੋਸ਼,ਰੋਸ਼
svar,ਸਵਰ
asman,ਸਮਾਨ
vnavachar,ਨਵਾਚਾਰ
ਥਕਸ਼ੇਤਰ,ਕਸ਼ੇਤਰ
ਵਰਸ਼,ਵਰਸ਼
ਪੱਤਰ,ਪੱਤਰ
je,ਜੇ
hansi,ਹੰਸੀ
ਤਾਜਾ,ਤਾਜਾ
ਮੁਸਕਾਨ,ਮੁਸਕਾਨ
nazdik,ਨਜ਼ਦੀਕ
vapg,ਵਰਗ
ਸਾਹਿਤ,ਸਾਹਿਤ
ਮਨਿ,ਮਨ
ਵਸਪਤਿ,ਵਨਸਪਤਿ
pavin,ਨਵੀਨ
nahir,ਨਹਿਰ
inche,ਨੀਚੇ
ਵਿਸਤਾਰ,ਵਿਸਤਾਰ
ਕੂਆਂ,ਕੂਆਂ
ਸ਼ੁਸ਼,ਸ਼ੁਸ਼ਕ
basant,ਬਸੰਤ
ਆਧੁਨਿਕ,ਆਧੁਨਿਕ
ਘਾਟੀ,ਘਾਟੀ
ੀਪ,ਦੀਪ
adhera,ਅੰਧੇਰਾ
ਫਸਯ,ਫਸਲ
ਰਪ,ਪਰ
ਕੜਾ,ਕਲਾ
ਸਮੁੰਦਠ,ਸਮੁੰਦਰ
kapa,ਕਪੜਾ
ਕਲਪਨਾ,ਕਲਪਨਾ
pandh,ਪੰਧ
ਕਿਰਨ,ਕਿਰਨ
bhaivsh,ਭਵਿਸ਼
rosh,ਰੋਸ਼
balu,ਬਾਲੂ
ਸੰਿਖਆ,ਸੰਖਿਆ
phnir,ਫਿਰ
hoj,ਖੋਜ
ਹਵਾ,ਹਵਾ
dhara,ਧਾਰਾ
kartav,ਕਰਤਵ
ਗੀਤ,ਗੀਤ
samna,ਸਮਾਨ
ibjli,ਬਿਜਲੀ
ਉੱਚ,ਉੱਚਾ
rkh,ਰਾਖ
sal,ਸਾਲ
ਖੋਤਜ,ਖੋਜ
andhera,ਅੰਧੇਰਾ
ਅਗਲਾ,ਅਗਲਾ
mila,ਮਿਲਿਆ
ਯਾਇਾਂ,ਬਾਇਾਂ
ਮੋਮ,ਮੋਮ
uppaor,ਉੱਪਰ
e,ਜੇ
ਊ੍ਰਿਸ਼,ਦ੍ਰਿਸ਼
ਆਸਾ,ਆਸਾ
pavittar,ਪਵਿੱਤਰ
ਮੀਝਠਾ,ਮੀਠਾ
ਪਰਜੰਪਰਾ,ਪਰੰਪਰਾ
blndu,ਬਿੰਦੂ
iknara,ਕਿਨਾਰਾ
ਜੋੜਾ,ਜੋੜਾ
kali,ਕਲੀ
ੇਰਗਿਸਤਾਨ,ਰੇਗਿਸਤਾਨ
ਤਦੇ,ਕਦੇ
ਮਨ,ਮਨ
ਸਾਮਨੇ,ਸਾਮਨੇ
ਲਤਏ,ਲਤਾ
ਦੀਾਵਰ,ਦੀਵਾਰ
ੇਸਤੂ,ਸੇਤੂ
usha,ਉਸ਼ਾ
ਨੜੀਨ,ਨਵੀਨ
sanak,ਸੜਕ
ਛੋਢਾ,ਛੋਟਾ
rang,ਰੰਗ
ਸਫਲਤਾ,ਸਫਲਤਾ
ਦੁਪਹਿਰ,ਦੁਪਹਿਰ
puar,ਪੂਰਾ
kise,ਕਿਸੇ
ਰਮੀ,ਗਰਮੀ
lambi,ਲੰਬੀ
ਦਿਸ਼ਾ,ਦਿਸ਼ਾ
ਸਾਦਾ,ਸਾਦਾ
ਰਸ਼,ਰੋਸ਼
khet,ਖੇਤ
pull,ਫੁੱਲ
ਸਵਾਸਥ,ਸਵਾਸਥ
ਫਰਸ਼,ਫਰਸ਼
ਯਾਤਰਾ,ਯਾਤਰਾ
sver,ਸਵੇਰ
ਫਘਲ,ਫਲ
ਉਪਵਨ,ਉਪਵਨ
dhima,ਧੀਮਾ
airth,ਅਰਥ
rila,ਪੀਲਾ
paduha,ਪੌਧਾ
bhuugol,ਭੂਗੋਲ
ੈਮੋਟਾ,ਮੋਟਾ
dur,ਦੂਰ
rohs,ਰੋਸ਼
samainjsi,ਸਾਮੰਜਸੀ
sauhai,ਸਹਾਇ
ਸੀਮਾਨ,ਸਮਾਨ
ਚਫੜਾਈ,ਚੌੜਾਈ
ਧਦੂਰ,ਦੂਰ
ੁਮਸ਼ਕਲ,ਮੁਸ਼ਕਲ
adhikar,ਅਧਿਕਾਰ
khushi,ਖੁਸ਼ੀ
safalta,ਸਫਲਤਾ
ਉਤਸਾਹ,ਉਤਸਾਹ
tinn,ਤਿੰਨ
ਬਰਾਬਰ,ਬਰਾਬਰ
ਠੰਡ,ਠੰਡ
vadda,ਵੱਡਾ
kujh,ਕੁਝ
ਫਲ,ਫਲ
chart,ਚਾਰ
parivar,ਪਰਿਵਾਰ
ਵਿਸ਼ਾਵਸ,ਵਿਸ਼ਵਾਸ
ਨਹਰ,ਨਹਿਰ
sthir,ਸਥਿਰ
gol,ਗੋਲ
kheushi,ਖੁਸ਼ੀ
maidan,ਮੈਦਾਨ
garmahat,ਗਰਮਾਹਟ
ਮਾਪ,ਮਾਪ
ਸਾਮਜੰਸੀ,ਸਾਮੰਜਸੀ
sugandih,ਸੁਗੰਧ
ਅੱਧਾ,ਅੱਧਾ
ਪਹਾੜ,ਪਹਾੜ
perd,ਪੇੜ
ਜਮ਼ਬੂਤ,ਮਜ਼ਬੂਤ
vimstar,ਵਿਸਤਾਰ
ਅਧਿਕ,ਅਧਿਕ
ਹਿਰ,ਲਹਿਰ
ਧੁੰਦਲਾ,ਧੁੰਦਲਾ
pavan,ਪਾਵਨ
ਅਲ,ਅਲਗ
aas,ਮਾਸ
arth,ਅਰਥ
ਸੀੜੀ,ਸੀੜੀ
kitaban,ਕਿਤਾਬਾਂ
ਾਲ,ਦਾਲ
syaty,ਸਤਯ
phir,ਫਿਰ
hbahar,ਬਾਹਰ
sahai,ਸਹਾਇ
naavn,ਨਵਾਂ
farsh,ਫਰਸ਼
ਕਾ,ਕਲਾ
ਭਫਾ,ਭਾਫ
talf,ਤਾਲ
ktaun,ਕੌਣ
ਵਿਚਾਰਠ,ਵਿਚਾਰ
dris,ਦ੍ਰਿਸ਼
bcalu,ਬਾਲੂ
akaj,ਆਕਾਸ
ਦੀਛਪ,ਦੀਪ
pankh,ਪੰਖਾ
ਸ੍ਰਵਣ,ਸ੍ਰਵਣ
gahiri,ਗਹਿਰੀ
patlm,ਪਤਲਾ
jangal,ਜੰਗਲ
ਕਲਝ,ਕਲਮ
ਦਿਵਸ,ਦਿਵਸ
darvajy,ਦਰਵਾਜਾ
agla,ਅਗਲਾ
ੁਖ,ਸੁਖ
ਦੀਪ,ਦੀਪ
ਥੋੜ,ਥੋੜਾ
sthan,ਸਥਾਨ
ਪਾਵਨ,ਪਾਵਨ
dhphir,ਦੁਪਹਿਰ
map,ਮਾਪ
prakash,ਪ੍ਰਕਾਸ਼
ਚੰਦ,ਚੰਦ
dnghai,ਡੂੰਘਾਈ
sadak,ਸੜਕ
hissca,ਹਿੱਸਾ
ਨੇੇੜ,ਨੇੜੇ
ਗ੍ਹਿ,ਗ੍ਰਹਿ
glia,ਗੀਲਾ
same,ਸਮੇ
vividh,ਵਿਵਿਧ
mitti,ਮਿੱਟੀ
shushk,ਸ਼ੁਸ਼ਕ
ਸਿੱਖਿਆ,ਸਿੱਖਿਆ
ਦਕਿਉਂ,ਕਿਉਂ
sima,ਸੀਮਾ
ਤਾ,ਤਾਲ
puiran,ਪੂਰਨ
ਏਮੋਮ,ਮੋਮ
ਪੂਰ,ਪੂਰਾ
ਸਬਜੀ,ਸਬਜੀ
vicdar,ਵਿਚਾਰ
grmahat,ਗਰਮਾਹਟ
ਸ਼ਾਥ,ਸਾਥ
safed,ਸਫੇਦ
ਉਤਾਜਾ,ਤਾਜਾ
darvaja,ਦਰਵਾਜਾ
itthe,ਇੱਥੇ
ੂਲੱਕੜ,ਲੱਕੜ
slnkhia,ਸੰਖਿਆ
ਥੋੜਾ,ਥੋੜਾ
kuan,ਕੂਆਂ
tikha,ਤੀਖਾ
ਬਾਂਧ,ਬਾਂਧ
pragti,ਪ੍ਰਗਤੀ
ਗੰਦਾ,ਗੰਦਾ
dirshti,ਦ੍ਰਿਸ਼ਟਿ
ਟੇਾਢ,ਟੇਢਾ
uppar,ਉੱਪਰ
ajj,ਅੱਜ
ਅਧਹਿਕਾਰ,ਅਧਿਕਾਰ
ਕੰਟਾ,ਕੰਟਾ
ਚਮਕੀਲਾ,ਚਮਕੀਲਾ
kanta,ਕੰਟਾ
ਭਾਰੀ,ਭਾਰੀ
dhr,ਧੂੜ
ਵਰਗ,ਵਰਗ
ਉਚਂੀ,ਉਂਚੀ
kfarsh,ਫਰਸ਼
ਬਹੁਤ,ਬਹੁਤ
ਬਮੈਦਾਨ,ਮੈਦਾਨ
par,ਪਰ
ਗ ਲਾ,ਗੀਲਾ
ਨਵਚਾਾਰ,ਨਵਾਚਾਰ
ਬਾਰਿਸ਼,ਬਾਰਿਸ਼
vartaman,ਵਰਤਮਾਨ
dhundlea,ਧੁੰਦਲਾ
thand,ਠੰਡਕ
